"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"20146","01/31/2017","Ohio","Western Mich.","A",85,90,72.3,"L"
"30137","03/09/2017","Ohio","Toledo","N",67,66,66.0125,"W"
"3378","11/17/2016","Ohio St.","Providence","H",72,67,67.7875,"W"
"4136","11/21/2016","Ohio St.","Western Caro.","H",66,38,64.3375,"W"
"7131","11/30/2016","Ohio St.","Virginia","A",61,63,63.3375,"L"
"10141","12/10/2016","Ohio St.","UConn","H",64,60,65.2125,"W"
"11170","12/17/2016","Ohio St.","UCLA","N",73,86,77.8625,"L"
"12147","12/20/2016","Ohio St.","Youngstown St.","H",77,40,74.075,"W"
"13132","12/22/2016","Ohio St.","UNC Asheville","H",79,77,70.2375,"W"
"15140","01/05/2017","Ohio St.","Purdue","H",75,76,72,"L"
"17127","01/12/2017","Ohio St.","Wisconsin","A",66,89,66.525,"L"
"25145","02/08/2017","Ohio St.","Rutgers","H",70,64,67.7125,"W"
"29144","02/23/2017","Ohio St.","Wisconsin","H",83,73,62.475,"W"
"30138","02/28/2017","Ohio St.","Penn St.","A",71,70,72.2375,"W"
"32124","03/08/2017","Ohio St.","Rutgers","N",57,66,65.1625,"L"
"2903","11/17/2016","Oklahoma","Tulane","N",89,70,77.1875,"W"
"3379","11/18/2016","Oklahoma","UNI","N",67,73,77.525,"L"
"7132","12/03/2016","Oklahoma","Wisconsin","A",70,90,68.2875,"L"
"8129","12/07/2016","Oklahoma","Oral Roberts","H",92,66,75.65,"W"
"9135","12/10/2016","Oklahoma","Wichita St.","H",73,76,75.0375,"L"
"13133","01/03/2017","Oklahoma","TCU","A",57,60,67.8875,"L"
"16146","01/14/2017","Oklahoma","Texas Tech","H",84,75,74.1125,"W"
"17128","01/18/2017","Oklahoma","West Virginia","A",89,87,79.375,"W"
"19150","01/23/2017","Oklahoma","Texas","A",83,84,80.9625,"L"
"21188","01/30/2017","Oklahoma","Oklahoma St.","H",66,68,64.9,"L"
"22150","02/04/2017","Oklahoma","Texas Tech","A",69,77,63.3375,"L"
"23144","02/08/2017","Oklahoma","West Virginia","H",50,61,66.3375,"L"
"25146","02/14/2017","Oklahoma","Texas","H",70,66,68.1625,"W"
"26153","02/18/2017","Oklahoma","Oklahoma St.","A",92,96,73.825,"L"
"30139","03/04/2017","Oklahoma","TCU","H",73,68,64.3625,"W"
"31148","03/08/2017","Oklahoma","TCU","N",63,82,66.7625,"L"
"4137","11/21/2016","Oklahoma St.","UConn","N",98,90,79.95,"W"
"9136","12/10/2016","Oklahoma St.","Tulsa","A",71,67,71.475,"W"
"11171","12/17/2016","Oklahoma St.","Wichita St.","A",93,76,71.3375,"W"
"13134","12/30/2016","Oklahoma St.","West Virginia","H",75,92,72.5125,"L"
"14147","01/04/2017","Oklahoma St.","Texas","A",79,82,73.8,"L"
"19151","01/21/2017","Oklahoma St.","Texas Tech","A",83,64,63.725,"W"
"20147","01/23/2017","Oklahoma St.","TCU","H",89,76,71.1875,"W"
"23145","02/04/2017","Oklahoma St.","West Virginia","A",82,75,63.475,"W"
"25147","02/11/2017","Oklahoma St.","Texas","H",84,71,70.675,"W"
"26154","02/15/2017","Oklahoma St.","TCU","A",71,68,60.275,"W"
"29145","02/25/2017","Oklahoma St.","Texas Tech","H",80,63,68.2875,"W"
"2904","11/14/2016","Old Dominion","Richmond","A",64,61,59.55,"W"
"5143","11/25/2016","Old Dominion","St. John's (NY)","N",63,55,68.875,"W"
"7133","12/03/2016","Old Dominion","Towson","A",60,58,60.3625,"W"
"8130","12/06/2016","Old Dominion","Rhode Island","A",39,51,61.875,"L"
"9137","12/10/2016","Old Dominion","VCU","H",64,67,66.425,"L"
"12148","12/29/2016","Old Dominion","William & Mary","H",54,65,63.7875,"L"
"13135","12/31/2016","Old Dominion","Rice","H",62,56,61.4375,"W"
"16147","01/07/2017","Old Dominion","Western Ky.","A",79,67,66.875,"W"
"17129","01/12/2017","Old Dominion","Southern Miss.","H",54,50,56.3125,"W"
"20148","01/26/2017","Old Dominion","Rice","A",80,72,66.95,"W"
"25148","02/11/2017","Old Dominion","UAB","A",83,62,58.975,"W"
"28141","02/25/2017","Old Dominion","Western Ky.","H",67,53,59.3625,"W"
"29146","03/02/2017","Old Dominion","UTEP","A",62,61,57.8125,"W"
"30140","03/04/2017","Old Dominion","UTSA","A",55,73,62.6,"L"
"1608","11/11/2016","Ole Miss","UT Martin","H",86,83,80.9875,"W"
"3380","11/18/2016","Ole Miss","Oral Roberts","N",95,88,81.7125,"W"
"4138","11/20/2016","Ole Miss","Saint Joseph's","N",81,68,72.7375,"W"
"9138","12/11/2016","Ole Miss","Virginia Tech","A",75,80,73.7375,"L"
"12149","12/22/2016","Ole Miss","South Ala.","H",92,58,74.0875,"W"
"17130","01/14/2017","Ole Miss","South Carolina","A",56,67,76.325,"L"
"18149","01/17/2017","Ole Miss","Tennessee","H",80,69,77.675,"W"
"20149","01/25/2017","Ole Miss","Texas A&M","H",76,80,67.7625,"L"
"23146","02/04/2017","Ole Miss","Vanderbilt","A",81,74,70.85,"W"
"24144","02/08/2017","Ole Miss","Tennessee","A",66,75,73.35,"L"
"31149","03/04/2017","Ole Miss","South Carolina","H",75,70,74.325,"W"
"3541","03/18/2017","Ole Miss","Syracuse","A",85,80,71.575,"W"
"1609","11/12/2016","Omaha","UC Santa Barbara","A",74,60,72.625,"W"
"2905","11/13/2016","Omaha","Southern California","A",72,82,77.7125,"L"
"4139","11/19/2016","Omaha","Rice","H",87,100,76.675,"L"
"11172","12/15/2016","Omaha","UMKC","A",80,75,82.2375,"W"
"13136","12/21/2016","Omaha","Pittsburgh","A",75,94,72.875,"L"
"14148","12/29/2016","Omaha","South Dakota","A",69,86,77.45,"L"
"17131","01/07/2017","Omaha","South Dakota St.","A",101,93,78.825,"W"
"19152","01/14/2017","Omaha","Western Ill.","H",86,72,75.5625,"W"
"21189","01/21/2017","Omaha","Oral Roberts","A",86,103,77.425,"L"
"22151","01/28/2017","Omaha","South Dakota St.","H",84,88,77.2125,"L"
"23147","02/01/2017","Omaha","South Dakota","H",91,83,81.325,"W"
"24145","02/04/2017","Omaha","Western Ill.","A",79,67,73.5,"W"
"27154","02/16/2017","Omaha","Oral Roberts","H",83,76,74.925,"W"
"32125","03/07/2017","Omaha","South Dakota St.","N",77,79,69.075,"L"
"6136","11/28/2016","Oral Roberts","Tulsa","H",65,79,72.625,"L"
"14149","12/23/2016","Oral Roberts","Richmond","H",87,72,74.725,"W"
"17132","01/07/2017","Oral Roberts","Western Ill.","A",71,86,71.075,"L"
"18150","01/12/2017","Oral Roberts","South Dakota St.","H",94,88,70.55,"W"
"20150","01/18/2017","Oral Roberts","South Dakota","H",90,80,77.75,"W"
"25149","02/04/2017","Oral Roberts","South Dakota St.","A",67,74,72.1625,"L"
"26155","02/08/2017","Oral Roberts","Western Ill.","H",60,63,72.225,"L"
"29147","02/18/2017","Oral Roberts","South Dakota","A",72,86,69.325,"L"
"3381","11/17/2016","Oregon","Valparaiso","H",76,54,61.8375,"W"
"5144","11/22/2016","Oregon","Tennessee","N",69,65,80.725,"W"
"6137","11/23/2016","Oregon","UConn","N",79,69,68.9125,"W"
"9139","12/03/2016","Oregon","Savannah St.","H",128,59,90.4125,"W"
"12150","12/17/2016","Oregon","UNLV","N",83,63,70.2375,"W"
"14150","12/28/2016","Oregon","UCLA","H",89,87,72.2875,"W"
"15141","12/30/2016","Oregon","Southern California","H",84,61,72,"W"
"16148","01/04/2017","Oregon","Washington","A",83,61,67.4125,"W"
"17133","01/07/2017","Oregon","Washington St.","A",85,66,66.9625,"W"
"18151","01/14/2017","Oregon","Oregon St.","H",85,43,68.7375,"W"
"20151","01/21/2017","Oregon","Stanford","H",69,52,67.9375,"W"
"21190","01/26/2017","Oregon","Utah","A",73,67,66.575,"W"
"25150","02/09/2017","Oregon","UCLA","A",79,82,66.9125,"L"
"26156","02/11/2017","Oregon","Southern California","A",81,70,72.7375,"W"
"27155","02/16/2017","Oregon","Utah","H",79,61,69.225,"W"
"30141","02/25/2017","Oregon","Stanford","A",75,73,63.3125,"W"
"31150","03/04/2017","Oregon","Oregon St.","A",80,59,66.65,"W"
"3623","03/19/2017","Oregon","Rhode Island","N",75,72,64.3125,"W"
"1700","11/11/2016","Oregon St.","Prairie View","H",78,58,78.175,"W"
"2906","11/13/2016","Oregon St.","UTSA","H",72,64,73.7,"W"
"5145","11/22/2016","Oregon St.","Tulsa","A",64,75,68.3375,"L"
"10142","12/11/2016","Oregon St.","Savannah St.","H",90,93,73.9,"L"
"12151","12/18/2016","Oregon St.","Portland","N",45,53,58.125,"L"
"14151","12/28/2016","Oregon St.","Southern California","H",63,70,64.5375,"L"
"15142","12/30/2016","Oregon St.","UCLA","H",63,76,66.7625,"L"
"16149","01/04/2017","Oregon St.","Washington St.","A",62,75,59.15,"L"
"17134","01/07/2017","Oregon St.","Washington","A",61,87,66.8625,"L"
"19153","01/19/2017","Oregon St.","Stanford","H",46,62,57.875,"L"
"22152","01/28/2017","Oregon St.","Utah","A",78,86,71.925,"L"
"25151","02/09/2017","Oregon St.","Southern California","A",66,92,69.1875,"L"
"26157","02/12/2017","Oregon St.","UCLA","A",60,78,66.3,"L"
"28142","02/19/2017","Oregon St.","Utah","H",68,67,65.7,"W"
"29148","02/22/2017","Oregon St.","Stanford","A",66,79,69.8125,"L"
"1701","11/11/2016","Pacific","UCLA","A",80,119,80.35,"L"
"3382","11/19/2016","Pacific","UC Irvine","A",65,72,67.6125,"L"
"4140","11/22/2016","Pacific","Wyoming","H",73,65,80.3375,"W"
"6138","12/01/2016","Pacific","Sacramento St.","H",74,58,70.5625,"W"
"9140","12/10/2016","Pacific","Rider","H",66,73,68,"L"
"14152","12/29/2016","Pacific","Portland","H",76,80,62.05,"L"
"16150","01/05/2017","Pacific","San Diego","A",56,53,67.7125,"W"
"18152","01/12/2017","Pacific","Pepperdine","H",79,74,68.6875,"W"
"19154","01/14/2017","Pacific","San Francisco","A",51,72,64.4125,"L"
"23148","01/28/2017","Pacific","San Francisco","H",60,81,67.3125,"L"
"25152","02/04/2017","Pacific","Pepperdine","A",72,82,67.5,"L"
"26158","02/09/2017","Pacific","San Diego","H",61,58,63.875,"W"
"27156","02/11/2017","Pacific","Santa Clara","H",47,64,59.2,"L"
"28143","02/16/2017","Pacific","Portland","A",76,65,75.0375,"W"
"30142","02/23/2017","Pacific","Santa Clara","A",68,69,62.65,"L"
"32126","03/03/2017","Pacific","Pepperdine","N",89,84,69.425,"W"
"1702","11/11/2016","Penn","Robert Morris","A",67,50,68.925,"W"
"5146","11/29/2016","Penn","Villanova","H",57,82,70,"L"
"6139","12/03/2016","Penn","Temple","A",62,70,64.55,"L"
"9141","12/12/2016","Penn","UCF","A",58,49,61.4375,"W"
"12152","01/07/2017","Penn","Princeton","A",52,61,63.9,"L"
"13137","01/13/2017","Penn","Yale","H",60,68,66.7125,"L"
"15143","01/21/2017","Penn","Saint Joseph's","A",71,78,67.775,"L"
"19155","02/07/2017","Penn","Princeton","H",49,64,56.775,"L"
"23149","02/19/2017","Penn","Yale","A",71,55,63.775,"W"
"28144","03/11/2017","Penn","Princeton","A",64,72,71.8875,"L"
"9142","12/03/2016","Penn St.","Wright St.","H",72,50,76.3125,"W"
"11173","12/10/2016","Penn St.","Pittsburgh","N",73,81,74.425,"L"
"12153","12/18/2016","Penn St.","St. John's (NY)","A",92,76,80.6875,"W"
"15144","01/01/2017","Penn St.","Rutgers","A",60,47,71.8625,"W"
"20152","01/21/2017","Penn St.","Purdue","A",52,77,68.4875,"L"
"21191","01/24/2017","Penn St.","Wisconsin","A",55,82,65.2375,"L"
"24146","02/04/2017","Penn St.","Rutgers","H",68,70,66.45,"L"
"28145","02/21/2017","Penn St.","Purdue","H",70,74,75.3375,"L"
"2907","11/15/2016","Pepperdine","Weber St.","H",69,68,72.4375,"W"
"6140","11/23/2016","Pepperdine","St. Bonaventure","N",63,89,66.8625,"L"
"7134","11/27/2016","Pepperdine","Portland St.","H",85,91,78.6,"L"
"10143","12/11/2016","Pepperdine","Southern California","A",67,93,68.525,"L"
"14153","12/31/2016","Pepperdine","Portland","A",60,73,67,"L"
"16151","01/07/2017","Pepperdine","San Diego","H",68,76,69.7625,"L"
"18153","01/14/2017","Pepperdine","Santa Clara","H",61,75,62.8625,"L"
"21192","01/26/2017","Pepperdine","Portland","H",78,60,60.7875,"W"
"23150","02/02/2017","Pepperdine","San Francisco","A",56,77,71.05,"L"
"26159","02/11/2017","Pepperdine","San Diego","A",65,60,64.45,"W"
"27157","02/16/2017","Pepperdine","Santa Clara","A",55,106,68.9875,"L"
"30143","02/25/2017","Pepperdine","San Francisco","H",65,76,68.1875,"L"
"3383","11/17/2016","Pittsburgh","SMU","N",67,76,64.3125,"L"
"5147","11/22/2016","Pittsburgh","Yale","H",75,70,67.3875,"W"
"11174","12/17/2016","Pittsburgh","Rice","H",83,73,66.975,"W"
"15145","01/04/2017","Pittsburgh","Virginia","H",88,76,69.3375,"W"
"16152","01/07/2017","Pittsburgh","Syracuse","A",66,77,61.8625,"L"
"25153","02/11/2017","Pittsburgh","Syracuse","H",80,75,69.6875,"W"
"26160","02/14/2017","Pittsburgh","Virginia Tech","H",63,66,61.25,"L"
"28146","02/22/2017","Pittsburgh","Wake Forest","A",59,63,69.5875,"L"
"31151","03/04/2017","Pittsburgh","Virginia","A",42,67,58.375,"L"
"3384","03/08/2017","Pittsburgh","Virginia","N",63,75,58.975,"L"
"1703","11/11/2016","Portland","UC Riverside","H",71,55,69.4375,"W"
"2908","11/15/2016","Portland","San Jose St.","A",79,66,76.9375,"W"
"4141","11/24/2016","Portland","UCLA","N",77,99,80.3625,"L"
"8131","12/05/2016","Portland","UTRGV","H",90,89,89.0375,"W"
"9143","12/16/2016","Portland","South Dakota","H",85,82,76.9,"W"
"11175","12/20/2016","Portland","Portland St.","H",75,77,63.625,"L"
"15146","01/05/2017","Portland","Santa Clara","A",42,70,59.75,"L"
"18154","01/19/2017","Portland","San Francisco","A",50,75,70.1625,"L"
"22153","01/28/2017","Portland","San Diego","H",52,68,56.4125,"L"
"23151","02/02/2017","Portland","Santa Clara","H",45,60,57.025,"L"
"28147","02/18/2017","Portland","San Francisco","H",51,65,67.1,"L"
"31152","02/25/2017","Portland","San Diego","A",82,85,64.7125,"L"
"32127","03/03/2017","Portland","San Diego","N",60,55,58.8625,"W"
"6141","12/03/2016","Portland St.","UTRGV","H",87,74,71.6,"W"
"9144","12/16/2016","Portland St.","San Francisco","A",82,78,70.925,"W"
"14154","01/07/2017","Portland St.","Sacramento St.","H",83,76,67.1375,"W"
"15147","01/14/2017","Portland St.","Southern Utah","A",88,77,80.5625,"W"
"19156","01/28/2017","Portland St.","Sacramento St.","A",77,80,77.0625,"L"
"23152","02/11/2017","Portland St.","Weber St.","H",93,96,82.2125,"L"
"26161","02/23/2017","Portland St.","Southern Utah","H",93,86,79.725,"W"
"4142","11/19/2016","Prairie View","UTSA","A",59,69,74.875,"L"
"7135","11/27/2016","Prairie View","Wisconsin","A",50,95,66.125,"L"
"10144","12/10/2016","Prairie View","Texas St.","A",57,64,62.6,"L"
"12154","12/17/2016","Prairie View","Utah","A",60,92,70.5875,"L"
"15148","01/02/2017","Prairie View","Southern U.","A",57,59,62.6625,"L"
"17135","01/07/2017","Prairie View","Texas Southern","H",82,87,67.15,"L"
"24147","02/04/2017","Prairie View","Texas Southern","A",61,74,69.925,"L"
"31153","03/02/2017","Prairie View","Southern U.","H",70,64,64.975,"W"
"2909","11/14/2016","Presbyterian","UNCG","A",42,61,61.65,"L"
"3385","11/19/2016","Presbyterian","William & Mary","A",59,89,65.7,"L"
"4143","11/22/2016","Presbyterian","VMI","H",77,67,72.05,"W"
"6142","11/28/2016","Presbyterian","The Citadel","A",83,97,71.9625,"L"
"8132","12/06/2016","Presbyterian","Tennessee","A",50,90,66.65,"L"
"9145","12/13/2016","Presbyterian","USC Upstate","A",48,76,61.9125,"L"
"15149","01/07/2017","Presbyterian","Radford","H",63,76,57.8125,"L"
"16153","01/11/2017","Presbyterian","Winthrop","A",52,75,65.3375,"L"
"20153","01/26/2017","Presbyterian","UNC Asheville","H",47,73,59.1375,"L"
"26162","02/15/2017","Presbyterian","UNC Asheville","A",48,89,66.95,"L"
"28148","02/23/2017","Presbyterian","Radford","A",57,59,56.05,"L"
"29149","02/25/2017","Presbyterian","Winthrop","H",56,93,64.4625,"L"
"5148","11/29/2016","Princeton","VCU","A",70,81,70.8625,"L"
"9146","12/14/2016","Princeton","Saint Joseph's","H",68,76,70.6375,"L"
"16154","01/14/2017","Princeton","Yale","H",66,58,65.9125,"W"
"22154","02/17/2017","Princeton","Yale","A",71,52,NA,"W"
"29150","03/12/2017","Princeton","Yale","N",71,59,55.8375,"W"
"1704","11/14/2016","Providence","Vermont","H",80,58,69.15,"W"
"4144","11/21/2016","Providence","St. Francis Brooklyn","H",64,48,66.075,"W"
"6143","11/26/2016","Providence","Virginia","N",52,63,52.8375,"L"
"8133","12/03/2016","Providence","Rhode Island","H",63,60,61.7875,"W"
"11176","12/17/2016","Providence","Wagner","H",76,54,69.8875,"W"
"14155","12/28/2016","Providence","Xavier","A",56,82,66.1,"L"
"19157","01/14/2017","Providence","Seton Hall","H",65,61,62.625,"W"
"21193","01/21/2017","Providence","Villanova","A",68,78,63.2,"L"
"22155","01/25/2017","Providence","St. John's (NY)","H",86,91,76.925,"L"
"24148","02/01/2017","Providence","Villanova","H",57,66,63.9375,"L"
"25154","02/08/2017","Providence","Seton Hall","A",70,72,72.8375,"L"
"27158","02/15/2017","Providence","Xavier","H",75,63,64.625,"W"
"31154","03/04/2017","Providence","St. John's (NY)","A",86,75,75.9125,"W"
"3386","03/15/2017","Providence","Southern California","N",71,75,60.95,"L"
"21000","11/14/2016","Purdue","Villanova","H",76,79,71.2375,"L"
"4145","11/22/2016","Purdue","Utah St.","N",85,64,71.7375,"W"
"12155","12/19/2016","Purdue","Western Ill.","H",82,50,68.575,"W"
"17136","01/08/2017","Purdue","Wisconsin","H",66,55,64.725,"W"
"26163","02/14/2017","Purdue","Rutgers","H",74,55,68.8,"W"
"3387","03/16/2017","Purdue","Vermont","N",80,70,66.2,"W"
"1705","11/12/2016","Quinnipiac","Vermont","H",70,94,76.075,"L"
"4146","11/25/2016","Quinnipiac","Seton Hall","N",79,90,76.0875,"L"
"16155","01/09/2017","Quinnipiac","Saint Peter's","A",54,58,62.575,"L"
"17137","01/12/2017","Quinnipiac","Siena","A",74,81,71.95,"L"
"22156","01/30/2017","Quinnipiac","Siena","H",75,84,72.8625,"L"
"25155","02/09/2017","Quinnipiac","Saint Peter's","H",45,76,64.5375,"L"
"26164","02/11/2017","Quinnipiac","Rider","A",107,112,88.775,"L"
"30144","02/26/2017","Quinnipiac","Rider","H",82,99,80.425,"L"
"1706","11/11/2016","Radford","Wake Forest","A",59,80,74.4125,"L"
"5149","11/25/2016","Radford","Stetson","N",80,66,76.025,"W"
"7136","11/30/2016","Radford","VMI","H",74,67,67.2875,"W"
"10145","12/17/2016","Radford","UNCW","A",64,100,66.8875,"L"
"11177","12/20/2016","Radford","West Virginia","A",57,84,72.3,"L"
"13138","12/29/2016","Radford","UNC Asheville","H",80,77,75.6,"W"
"14156","12/31/2016","Radford","Winthrop","A",82,80,72.525,"W"
"22157","01/28/2017","Radford","UNC Asheville","A",69,80,71.7375,"L"
"23153","02/01/2017","Radford","Winthrop","H",65,81,70.5875,"L"
"7137","11/29/2016","Rhode Island","Valparaiso","A",62,65,66.8625,"L"
"12156","12/22/2016","Rhode Island","William & Mary","H",73,62,68.05,"W"
"13139","12/30/2016","Rhode Island","Saint Louis","A",90,56,67.1125,"W"
"14157","01/03/2017","Rhode Island","Saint Joseph's","H",88,58,68.6875,"W"
"19158","01/25/2017","Rhode Island","Richmond","A",62,73,83.0375,"L"
"20154","01/28/2017","Rhode Island","St. Bonaventure","H",71,59,68.95,"W"
"28149","02/25/2017","Rhode Island","VCU","H",69,59,66.8875,"W"
"29151","03/01/2017","Rhode Island","Saint Joseph's","A",68,49,65.8125,"W"
"31155","03/10/2017","Rhode Island","St. Bonaventure","N",74,63,71.825,"W"
"3388","03/12/2017","Rhode Island","VCU","N",70,63,59.7375,"W"
"21001","11/16/2016","Rice","Texas Southern","H",68,71,76.05,"L"
"8134","12/03/2016","Rice","Texas Tech","A",84,85,68.975,"L"
"9147","12/10/2016","Rice","SFA","H",70,63,63.525,"W"
"17138","01/07/2017","Rice","UAB","H",81,88,80.8,"L"
"20155","01/21/2017","Rice","Southern Miss.","A",61,58,67.925,"W"
"26165","02/16/2017","Rice","UTSA","H",80,68,73.6625,"W"
"27159","02/18/2017","Rice","UTEP","H",71,79,70.5625,"L"
"28150","02/23/2017","Rice","Southern Miss.","H",72,71,76.3375,"W"
"31156","03/04/2017","Rice","Western Ky.","A",72,79,67.7375,"L"
"32128","03/08/2017","Rice","Southern Miss.","N",86,75,74.4,"W"
"3389","03/09/2017","Rice","UTEP","N",76,86,74.8875,"L"
"3451","03/15/2017","Rice","San Francisco","H",85,76,82.05,"W"
"3542","03/20/2017","Rice","Utah Valley","H",79,85,76.3375,"L"
"1707","11/11/2016","Richmond","VMI","H",72,69,71.825,"W"
"3390","11/20/2016","Richmond","Robert Morris","H",81,69,74.1125,"W"
"8135","12/03/2016","Richmond","Wake Forest","H",67,75,73.925,"L"
"9148","12/10/2016","Richmond","UMBC","H",78,75,68.7375,"W"
"10146","12/17/2016","Richmond","Texas Tech","H",72,79,67.7375,"L"
"16156","01/11/2017","Richmond","St. Bonaventure","H",78,61,68.7375,"W"
"17139","01/14/2017","Richmond","Saint Joseph's","A",70,66,76.9,"W"
"22158","02/01/2017","Richmond","VCU","A",74,81,69.6625,"L"
"26166","02/17/2017","Richmond","VCU","H",73,84,73.6375,"L"
"30145","03/04/2017","Richmond","Saint Louis","H",72,62,59.6,"W"
"32129","03/11/2017","Richmond","VCU","N",77,87,77,"L"
"3543","03/21/2017","Richmond","TCU","A",68,86,65.4625,"L"
"3391","11/19/2016","Rider","South Fla.","A",65,70,71.7125,"L"
"5150","11/26/2016","Rider","Wagner","A",70,67,65.7375,"W"
"7138","12/05/2016","Rider","Siena","H",71,69,76.6875,"W"
"18155","01/15/2017","Rider","Saint Peter's","H",65,71,68.425,"L"
"19159","01/17/2017","Rider","Siena","A",68,78,66.2125,"L"
"21194","01/23/2017","Rider","Saint Peter's","A",51,56,61.55,"L"
"7139","11/26/2016","Robert Morris","Towson","A",67,66,67.85,"W"
"8136","11/30/2016","Robert Morris","Youngstown St.","H",74,75,71.7375,"L"
"12157","12/17/2016","Robert Morris","Virginia","A",39,79,63.2875,"L"
"14158","12/29/2016","Robert Morris","Sacred Heart","A",78,67,73.1625,"W"
"17140","01/07/2017","Robert Morris","St. Francis Brooklyn","H",62,58,62.3,"W"
"18156","01/12/2017","Robert Morris","Saint Francis (PA)","H",57,77,72.075,"L"
"19160","01/14/2017","Robert Morris","Wagner","A",50,53,64.0125,"L"
"23154","01/28/2017","Robert Morris","Saint Francis (PA)","A",83,89,77.1375,"L"
"25156","02/04/2017","Robert Morris","St. Francis Brooklyn","A",78,54,69.25,"W"
"27160","02/11/2017","Robert Morris","Wagner","H",50,48,60.05,"W"
"31157","02/25/2017","Robert Morris","Sacred Heart","H",79,72,73.875,"W"
"10147","12/10/2016","Rutgers","Stony Brook","A",71,66,65.4375,"W"
"13140","12/23/2016","Rutgers","Seton Hall","A",61,72,76.0125,"L"
"14159","12/27/2016","Rutgers","Wisconsin","A",52,72,64.7625,"L"
"22159","01/28/2017","Rutgers","Wisconsin","N",54,61,73.4,"L"
"7140","12/07/2016","SFA","UAB","H",73,84,68.6875,"L"
"10148","12/22/2016","SFA","Tulsa","N",51,74,65.3625,"L"
"11178","12/23/2016","SFA","Southern Miss.","N",67,64,68.5375,"W"
"12158","12/25/2016","SFA","Utah","N",66,74,67.85,"L"
"26167","02/18/2017","SFA","Southeastern La.","A",60,52,64.875,"W"
"3392","11/14/2016","SIUE","Texas St.","N",58,86,68.45,"L"
"4147","11/18/2016","SIUE","Southern Ill.","H",83,101,70.9375,"L"
"9149","12/07/2016","SIUE","Stetson","H",72,80,76.15,"L"
"15150","12/31/2016","SIUE","Tennessee Tech","H",66,72,65.0125,"L"
"20156","01/19/2017","SIUE","Southeast Mo. St.","A",76,79,72.75,"L"
"21195","01/21/2017","SIUE","UT Martin","A",67,75,69.875,"L"
"22160","01/25/2017","SIUE","Tennessee St.","H",56,76,63.7625,"L"
"26168","02/09/2017","SIUE","Southeast Mo. St.","H",67,71,65.775,"L"
"27161","02/11/2017","SIUE","UT Martin","H",73,80,67.1625,"L"
"5151","11/22/2016","SMU","UC Santa Barbara","H",84,57,66.7875,"W"
"6144","11/25/2016","SMU","Southern California","A",73,78,73.45,"L"
"10149","12/07/2016","SMU","TCU","H",74,59,60.975,"W"
"12159","12/19/2016","SMU","Stanford","H",72,49,62.175,"W"
"16157","01/04/2017","SMU","Temple","H",79,65,66.45,"W"
"17141","01/07/2017","SMU","South Fla.","H",84,65,61.4875,"W"
"19161","01/15/2017","SMU","Tulane","A",80,64,65.4625,"W"
"20157","01/19/2017","SMU","UConn","H",69,49,62.275,"W"
"22161","01/25/2017","SMU","UCF","A",65,60,63.775,"W"
"24149","02/04/2017","SMU","Tulsa","A",76,53,65.4375,"W"
"25157","02/09/2017","SMU","Temple","A",66,50,70.525,"W"
"27162","02/15/2017","SMU","Tulane","H",80,75,67.8625,"W"
"29152","02/25/2017","SMU","UConn","A",69,61,57.3125,"W"
"30146","03/02/2017","SMU","Tulsa","H",93,70,66.0125,"W"
"3393","03/11/2017","SMU","UCF","N",70,59,59.8125,"W"
"3544","03/17/2017","SMU","Southern California","N",65,66,58.9375,"L"
"4148","11/21/2016","Sacramento St.","UC Davis","N",72,81,72.3125,"L"
"5152","11/26/2016","Sacramento St.","San Francisco","N",59,77,63.65,"L"
"9150","12/10/2016","Sacramento St.","South Dakota","A",56,72,68.5625,"L"
"11179","12/21/2016","Sacramento St.","Washington St.","A",66,74,67.2875,"L"
"15151","01/12/2017","Sacramento St.","Southern Utah","A",88,83,72.7875,"W"
"22162","02/09/2017","Sacramento St.","Weber St.","H",77,74,64.575,"W"
"27163","02/25/2017","Sacramento St.","Southern Utah","H",86,76,71.2375,"W"
"4149","11/21/2016","Sacred Heart","Santa Clara","A",74,84,NA,"L"
"9151","12/06/2016","Sacred Heart","UMass Lowell","H",91,82,80.7125,"W"
"10150","12/08/2016","Sacred Heart","Yale","H",52,66,70.25,"L"
"15152","12/31/2016","Sacred Heart","Saint Francis (PA)","H",67,87,75.975,"L"
"17142","01/07/2017","Sacred Heart","Wagner","A",64,75,71.3875,"L"
"18157","01/12/2017","Sacred Heart","St. Francis Brooklyn","A",87,75,73.975,"W"
"21196","01/21/2017","Sacred Heart","Wagner","H",62,67,62.7875,"L"
"26169","02/09/2017","Sacred Heart","St. Francis Brooklyn","H",80,65,73.85,"W"
"30147","02/23/2017","Sacred Heart","Saint Francis (PA)","A",64,73,74.7625,"L"
"1708","11/12/2016","Saint Francis (PA)","St. Bonaventure","A",82,92,76.4875,"L"
"9152","12/17/2016","Saint Francis (PA)","Stony Brook","H",63,75,71.6,"L"
"11180","12/21/2016","Saint Francis (PA)","Texas A&M","A",58,81,65.125,"L"
"14160","01/05/2017","Saint Francis (PA)","St. Francis Brooklyn","H",81,56,70.1,"W"
"20158","01/26/2017","Saint Francis (PA)","Wagner","A",72,67,64.4,"W"
"22163","02/02/2017","Saint Francis (PA)","St. Francis Brooklyn","A",78,61,67.8875,"W"
"24150","02/09/2017","Saint Francis (PA)","Wagner","H",74,76,71.175,"L"
