"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"58","11/30/2013","Air Force","Colorado","H",57,81,69.2125,"L"
"59","12/05/2013","Air Force","South Dakota","H",94,86,68.4375,"W"
"60","12/14/2013","Air Force","UC Riverside","H",62,52,73.9,"W"
"61","12/21/2013","Air Force","UC Davis","A",74,80,67.6,"L"
"62","01/01/2014","Air Force","Utah St.","H",73,72,64.3125,"W"
"63","01/04/2014","Air Force","UNLV","A",75,68,64.475,"W"
"64","01/08/2014","Air Force","Fresno St.","A",65,71,63.825,"L"
"65","01/12/2014","Air Force","San Diego St.","H",72,79,66.7125,"L"
"66","01/15/2014","Air Force","San Jose St.","H",77,62,70.3125,"W"
"67","01/18/2014","Air Force","Colorado St.","A",68,74,67.425,"L"
"68","01/22/2014","Air Force","Wyoming","H",59,66,59.3125,"L"
"69","01/29/2014","Air Force","Boise St.","A",58,69,59.1875,"L"
"70","02/01/2014","Air Force","Nevada","A",56,69,71.1625,"L"
"71","02/05/2014","Air Force","Fresno St.","H",51,68,64.175,"L"
"72","02/08/2014","Air Force","Colorado St.","H",56,68,58.6875,"L"
"73","02/12/2014","Air Force","San Jose St.","A",51,48,62.9375,"W"
"74","02/15/2014","Air Force","San Diego St.","A",56,64,58.7125,"L"
"75","02/22/2014","Air Force","Nevada","H",56,75,59.8625,"L"
"76","02/25/2014","Air Force","Wyoming","A",55,53,62.5,"W"
"77","03/01/2014","Air Force","UNLV","H",67,93,69.7625,"L"
"78","03/05/2014","Air Force","New Mexico","A",52,80,70.4375,"L"
"79","03/08/2014","Air Force","Boise St.","H",64,61,62.875,"W"
"80","03/12/2014","Air Force","Fresno St.","N",59,61,63.325,"L"
"81","11/08/2013","Akron","Coastal Caro.","H",72,63,73.45,"W"
"82","11/16/2013","Akron","Middle Tenn.","A",73,80,72.1375,"L"
"83","12/07/2013","Akron","Cleveland St.","A",73,61,68.6875,"W"
"84","12/14/2013","Akron","Bethune-Cookman","H",84,56,62.875,"W"
"85","12/16/2013","Akron","Oral Roberts","H",74,64,72.75,"W"
"86","12/18/2013","Akron","Detroit Mercy","H",79,60,63.2375,"W"
"87","12/22/2013","Akron","Oregon St.","N",83,71,65.9875,"W"
"88","12/23/2013","Akron","Iowa St.","N",60,83,62.225,"L"
"89","12/25/2013","Akron","South Carolina","N",59,69,66,"L"
"90","12/28/2013","Akron","South Carolina","A",45,78,62.475,"L"
"91","12/31/2013","Akron","Coppin St.","H",77,66,68.5,"W"
"92","01/02/2014","Akron","Marshall","H",59,58,68.425,"W"
"93","01/08/2014","Akron","Ball St.","A",72,68,69.275,"W"
"94","01/12/2014","Akron","Ohio","A",83,80,78.0625,"W"
"95","01/15/2014","Akron","Miami (OH)","H",59,52,63.125,"W"
"96","01/18/2014","Akron","Toledo","H",61,75,65.925,"L"
"97","01/22/2014","Akron","Eastern Mich.","A",78,68,66.2875,"W"
"98","01/25/2014","Akron","Central Mich.","A",82,74,74.1375,"W"
"99","01/29/2014","Akron","Ball St.","H",73,46,63.4125,"W"
"100","02/01/2014","Akron","Kent St.","A",57,60,63.3875,"L"
"101","02/05/2014","Akron","Eastern Mich.","H",52,48,58.8125,"W"
"102","02/09/2014","Akron","Bowling Green","A",65,63,64.8125,"W"
"103","02/12/2014","Akron","Western Mich.","A",54,57,64.05,"L"
"104","02/15/2014","Akron","Northern Ill.","H",62,54,63.6875,"W"
"105","02/19/2014","Akron","Buffalo","A",90,96,65.8375,"L"
"106","02/22/2014","Akron","Ohio","H",50,66,59.3625,"L"
"107","02/26/2014","Akron","Miami (OH)","A",61,65,65.7625,"L"
"108","03/01/2014","Akron","Bowling Green","H",57,47,63.9625,"W"
"109","03/04/2014","Akron","Buffalo","H",83,71,72.85,"W"
"110","03/07/2014","Akron","Kent St.","H",58,54,61.8125,"W"
"111","03/13/2014","Akron","Ohio","N",83,77,63.6875,"W"
"112","03/14/2014","Akron","Western Mich.","N",60,64,61.8125,"L"
"113","03/19/2014","Akron","Fort Wayne","A",91,97,67.1875,"L"
"114","11/08/2013","Alabama","Oklahoma","N",73,82,67.475,"L"
"115","11/14/2013","Alabama","Texas Tech","H",76,64,64.9375,"W"
"116","11/19/2013","Alabama","Georgia St.","H",75,58,66.7625,"W"
"117","11/27/2013","Alabama","Duke","N",64,74,74.85,"L"
"118","11/29/2013","Alabama","Drexel","N",83,85,78.65,"L"
"119","12/04/2013","Alabama","North Florida","H",76,48,65.7375,"W"
"120","12/07/2013","Alabama","South Fla.","A",64,66,61.5,"L"
"121","12/14/2013","Alabama","Charleston So.","H",59,45,58.1375,"W"
"122","12/17/2013","Alabama","Wichita St.","H",67,72,63.425,"L"
"123","12/21/2013","Alabama","Xavier","H",74,77,63.775,"L"
"124","12/28/2013","Alabama","UCLA","A",67,75,71.2875,"L"
"125","01/04/2014","Alabama","Robert Morris","H",64,56,64.075,"W"
"126","01/07/2014","Alabama","Vanderbilt","H",68,63,60.05,"W"
"127","01/11/2014","Alabama","Georgia","A",58,66,65.9125,"L"
"128","01/15/2014","Alabama","Mississippi St.","H",80,61,67.075,"W"
"129","01/18/2014","Alabama","Missouri","A",47,68,58.8,"L"
"130","01/23/2014","Alabama","Florida","H",62,68,60,"L"
"131","01/25/2014","Alabama","LSU","H",82,80,70.925,"W"
"132","01/30/2014","Alabama","Auburn","A",55,74,66.4,"L"
"133","02/02/2014","Alabama","Tennessee","H",59,76,56.9,"L"
"134","02/05/2014","Alabama","Arkansas","A",58,65,68.1875,"L"
"135","02/08/2014","Alabama","Florida","A",69,78,63.025,"L"
"136","02/11/2014","Alabama","Ole Miss","H",67,64,67.2125,"W"
"137","02/15/2014","Alabama","South Carolina","A",66,67,61.1125,"L"
"138","02/20/2014","Alabama","Texas A&M","A",48,63,60.3875,"L"
"139","02/22/2014","Alabama","Missouri","H",80,73,63.775,"W"
"140","02/26/2014","Alabama","Ole Miss","A",67,79,69.0125,"L"
"141","03/01/2014","Alabama","Auburn","H",73,57,65.95,"W"
"142","03/04/2014","Alabama","Kentucky","A",48,55,57.3125,"L"
"143","03/08/2014","Alabama","Arkansas","H",83,58,66.85,"W"
"144","03/13/2014","Alabama","LSU","N",56,68,59.3125,"L"
"145","11/09/2013","Alabama A&M","New Mexico","A",52,88,66.0125,"L"
"146","11/17/2013","Alabama A&M","Western Mich.","A",69,73,69.0875,"L"
"147","11/19/2013","Alabama A&M","Eastern Ky.","A",68,82,73.125,"L"
"148","11/25/2013","Alabama A&M","Jacksonville St.","H",69,76,64.975,"L"
"149","12/03/2013","Alabama A&M","Tennessee St.","A",66,65,64.975,"W"
"150","12/14/2013","Alabama A&M","Ohio","A",47,72,70.7125,"L"
"151","12/21/2013","Alabama A&M","Missouri St.","A",47,68,67.9,"L"
"152","12/29/2013","Alabama A&M","UAB","A",57,69,66.3375,"L"
"153","01/04/2014","Alabama A&M","Jackson St.","A",68,61,68.9125,"W"
"154","01/06/2014","Alabama A&M","Grambling","A",70,58,60.8125,"W"
"155","01/11/2014","Alabama A&M","Ark.-Pine Bluff","H",64,72,66.225,"L"
"156","01/13/2014","Alabama A&M","Mississippi Val.","H",68,59,62.6375,"W"
"157","01/18/2014","Alabama A&M","Alabama St.","A",58,67,69.2375,"L"
"158","01/25/2014","Alabama A&M","Southern U.","A",52,66,62.9375,"L"
"159","01/27/2014","Alabama A&M","Alcorn","A",64,70,67.5625,"L"
"160","02/01/2014","Alabama A&M","Texas Southern","H",63,62,58.1875,"W"
"161","02/03/2014","Alabama A&M","Prairie View","H",67,55,64.0625,"W"
"162","02/08/2014","Alabama A&M","Ark.-Pine Bluff","A",61,64,68.7375,"L"
"163","02/10/2014","Alabama A&M","Mississippi Val.","A",91,82,81.4375,"W"
"164","02/15/2014","Alabama A&M","Alabama St.","H",68,65,70.5375,"W"
"165","02/22/2014","Alabama A&M","Southern U.","H",62,70,70.7875,"L"
"166","02/24/2014","Alabama A&M","Alcorn","H",56,64,63.575,"L"
"167","03/01/2014","Alabama A&M","Prairie View","A",72,65,70.8,"W"
"168","03/03/2014","Alabama A&M","Texas Southern","A",58,79,66.7875,"L"
"169","03/06/2014","Alabama A&M","Jackson St.","H",72,54,61.275,"W"
"170","03/08/2014","Alabama A&M","Grambling","H",80,63,67.05,"W"
"171","03/13/2014","Alabama A&M","Ark.-Pine Bluff","N",69,50,67.95,"W"
"172","03/14/2014","Alabama A&M","Prairie View","N",49,55,61.6375,"L"
"173","11/08/2013","Alabama St.","Illinois","A",63,80,69.7125,"L"
"174","11/10/2013","Alabama St.","Bradley","A",59,85,70.1875,"L"
"175","11/16/2013","Alabama St.","Jacksonville St.","A",84,73,68.6,"W"
"176","11/18/2013","Alabama St.","Chicago St.","H",79,75,64.6125,"W"
"177","12/07/2013","Alabama St.","Troy","A",69,85,71.6875,"L"
"178","12/16/2013","Alabama St.","Western Ill.","H",59,52,62.1,"W"
"179","12/21/2013","Alabama St.","Tulane","A",66,84,64.925,"L"
"180","12/22/2013","Alabama St.","Milwaukee","N",54,67,64.8375,"L"
"181","01/04/2014","Alabama St.","Grambling","A",68,51,58.8625,"W"
"182","01/06/2014","Alabama St.","Jackson St.","A",68,70,63.6375,"L"
"183","01/11/2014","Alabama St.","Mississippi Val.","H",93,62,82.35,"W"
"184","01/13/2014","Alabama St.","Ark.-Pine Bluff","H",77,64,68.5375,"W"
"185","01/25/2014","Alabama St.","Alcorn","A",58,54,63.9625,"W"
"186","01/27/2014","Alabama St.","Southern U.","A",55,68,62.125,"L"
"187","02/01/2014","Alabama St.","Prairie View","H",76,63,70.0625,"W"
"188","02/03/2014","Alabama St.","Texas Southern","H",79,73,74.6625,"W"
"189","02/08/2014","Alabama St.","Mississippi Val.","A",75,70,70.7875,"W"
"190","02/10/2014","Alabama St.","Ark.-Pine Bluff","A",71,76,68.5875,"L"
"191","02/22/2014","Alabama St.","Alcorn","H",92,86,72.675,"W"
"192","02/24/2014","Alabama St.","Southern U.","H",64,87,71.9,"L"
"193","03/01/2014","Alabama St.","Texas Southern","A",66,86,69.7125,"L"
"194","03/03/2014","Alabama St.","Prairie View","A",90,87,78.7,"W"
"195","03/06/2014","Alabama St.","Grambling","H",68,66,69.1625,"W"
"196","03/08/2014","Alabama St.","Jackson St.","H",67,63,66.65,"W"
"197","03/13/2014","Alabama St.","Alcorn","N",64,51,63.7375,"W"
"198","03/14/2014","Alabama St.","Texas Southern","N",61,73,69.375,"L"
"199","03/18/2014","Alabama St.","Sam Houston St.","A",49,71,67.2125,"L"
"200","11/08/2013","Albany (NY)","Siena","A",74,62,69.0125,"W"
"201","11/12/2013","Albany (NY)","NJIT","H",71,65,60.6,"W"
"202","11/16/2013","Albany (NY)","Quinnipiac","A",69,79,64.675,"L"
"203","11/20/2013","Albany (NY)","Duquesne","A",59,70,63.075,"L"
"204","11/23/2013","Albany (NY)","Bucknell","H",64,77,61.1,"L"
"205","11/26/2013","Albany (NY)","Rider","A",70,59,65.075,"W"
"206","12/01/2013","Albany (NY)","NJIT","A",66,55,64.6375,"W"
"207","12/04/2013","Albany (NY)","Holy Cross","A",57,62,63.4125,"L"
"208","12/10/2013","Albany (NY)","Brown","A",74,68,72.7625,"W"
"209","12/14/2013","Albany (NY)","Colgate","H",60,69,60.0375,"L"
"210","12/20/2013","Albany (NY)","Yale","H",70,62,63.4,"W"
"211","12/23/2013","Albany (NY)","Drake","A",63,71,63.8625,"L"
"212","12/31/2013","Albany (NY)","Pittsburgh","A",46,58,60.175,"L"
"213","01/04/2014","Albany (NY)","Hartford","H",81,56,54.4125,"W"
"214","01/08/2014","Albany (NY)","UMBC","H",73,72,73.5,"W"
"215","01/11/2014","Albany (NY)","Vermont","A",38,68,61.2,"L"
"216","01/15/2014","Albany (NY)","UMass Lowell","A",66,70,69.6375,"L"
"217","01/18/2014","Albany (NY)","Maine","A",85,78,71.6125,"W"
"218","01/20/2014","Albany (NY)","Binghamton","H",66,60,59.5875,"W"
"219","01/23/2014","Albany (NY)","New Hampshire","A",56,60,66.7625,"L"
"220","01/29/2014","Albany (NY)","Stony Brook","H",77,67,67.2375,"W"
"221","02/01/2014","Albany (NY)","Vermont","H",45,55,57.125,"L"
"222","02/05/2014","Albany (NY)","UMass Lowell","H",73,56,62.8125,"W"
"223","02/08/2014","Albany (NY)","Hartford","A",54,67,58.7875,"L"
"224","02/12/2014","Albany (NY)","UMBC","A",69,71,67.6375,"L"
"225","02/15/2014","Albany (NY)","Maine","H",74,63,69.175,"W"
"226","02/19/2014","Albany (NY)","Binghamton","A",57,48,61.9625,"W"
"227","02/27/2014","Albany (NY)","New Hampshire","H",66,48,57.55,"W"
"228","03/02/2014","Albany (NY)","Stony Brook","A",68,73,60.7625,"L"
"229","03/08/2014","Albany (NY)","UMBC","H",86,56,62.65,"W"
"230","03/09/2014","Albany (NY)","Vermont","H",67,58,62.45,"W"
"231","03/15/2014","Albany (NY)","Stony Brook","A",69,60,64.7875,"W"
"232","03/18/2014","Albany (NY)","Mt. St. Mary's","N",71,64,63.8625,"W"
"233","03/20/2014","Albany (NY)","Florida","N",55,67,62.1,"L"
"234","11/08/2013","Alcorn","Creighton","A",61,107,77.6125,"L"
"235","11/27/2013","Alcorn","Wright St.","A",55,73,66.575,"L"
"236","12/02/2013","Alcorn","Troy","A",70,73,73.95,"L"
"237","12/09/2013","Alcorn","Houston","A",58,89,63.975,"L"
"238","12/11/2013","Alcorn","Jacksonville St.","A",52,63,62,"L"
"239","12/16/2013","Alcorn","Mercer","A",44,70,65.475,"L"
"240","12/28/2013","Alcorn","Denver","N",49,67,57.5,"L"
"241","12/29/2013","Alcorn","Western Ill.","N",62,64,63.7625,"L"
"242","01/04/2014","Alcorn","Texas Southern","A",66,83,70.7875,"L"
"243","01/06/2014","Alcorn","Prairie View","A",67,70,67.6,"L"
"244","01/11/2014","Alcorn","Jackson St.","H",64,51,58.7125,"W"
"245","01/13/2014","Alcorn","Grambling","H",64,56,54.2125,"W"
"246","01/18/2014","Alcorn","Mississippi Val.","H",65,53,63.6625,"W"
"247","01/20/2014","Alcorn","Ark.-Pine Bluff","A",71,45,57.8375,"W"
"248","02/01/2014","Alcorn","Southern U.","A",54,62,57.3,"L"
"249","02/08/2014","Alcorn","Jackson St.","A",61,71,68.7375,"L"
"250","02/10/2014","Alcorn","Grambling","A",80,95,68.6125,"L"
"251","02/15/2014","Alcorn","Mississippi Val.","A",67,63,73.025,"W"
"252","02/17/2014","Alcorn","Ark.-Pine Bluff","H",57,54,65.6875,"W"
"253","03/01/2014","Alcorn","Southern U.","H",54,67,64.1875,"L"
"254","03/06/2014","Alcorn","Texas Southern","H",69,77,68.3,"L"
"255","03/08/2014","Alcorn","Prairie View","H",64,62,60.3125,"W"
"256","11/08/2013","American","George Mason","A",60,63,60.975,"L"
"257","11/14/2013","American","UMBC","H",63,61,76.4625,"W"
"258","11/20/2013","American","Ohio St.","A",52,63,68.05,"L"
"259","11/23/2013","American","Mt. St. Mary's","A",64,68,58.7625,"L"
"260","11/26/2013","American","Columbia","A",47,61,55.575,"L"
"261","11/30/2013","American","Saint Francis (PA)","A",75,43,57.625,"W"
"262","12/04/2013","American","Howard","H",76,53,66.45,"W"
"263","12/07/2013","American","Brown","H",67,72,59.7875,"L"
"264","12/22/2013","American","San Francisco","A",69,77,58.025,"L"
"265","12/29/2013","American","UMES","A",71,58,63.6125,"W"
"266","01/02/2014","American","Bucknell","A",67,57,62.5625,"W"
"267","01/05/2014","American","Holy Cross","A",69,54,64.1,"W"
"268","01/08/2014","American","Loyola Maryland","H",65,51,64.2875,"W"
"269","01/11/2014","American","Colgate","A",69,62,55.075,"W"
"270","01/15/2014","American","Lehigh","A",65,63,60.4875,"W"
"271","01/18/2014","American","Lafayette","H",66,61,62.3375,"W"
"272","01/22/2014","American","Boston U.","H",86,56,64.6625,"W"
"273","01/25/2014","American","Army West Point","A",84,74,64.1375,"W"
"274","01/29/2014","American","Navy","H",74,52,60.0875,"W"
"275","02/01/2014","American","Holy Cross","H",63,57,54.9375,"W"
"276","02/05/2014","American","Loyola Maryland","A",58,62,56.8875,"L"
"277","02/08/2014","American","Colgate","H",60,63,60.125,"L"
"278","02/12/2014","American","Lehigh","H",64,44,64.3375,"W"
"279","02/15/2014","American","Lafayette","A",62,74,57.6,"L"
"280","02/19/2014","American","Boston U.","A",62,71,62.7875,"L"
"281","02/22/2014","American","Army West Point","H",58,54,62.7375,"W"
"282","02/26/2014","American","Navy","A",64,55,62.4375,"W"
"283","03/01/2014","American","Bucknell","H",51,56,60.4125,"L"
"284","03/05/2014","American","Colgate","H",59,50,63.025,"W"
"285","03/08/2014","American","Holy Cross","H",57,46,53.0125,"W"
"286","03/12/2014","American","Boston U.","A",55,36,56.4625,"W"
"287","03/20/2014","American","Wisconsin","N",35,75,58.3875,"L"
"288","11/12/2013","Appalachian St.","Campbell","H",66,73,63.6625,"L"
"289","11/16/2013","Appalachian St.","Cincinnati","A",49,77,65.9125,"L"
"290","11/22/2013","Appalachian St.","N.C. Central","A",70,76,69.9875,"L"
"291","11/29/2013","Appalachian St.","Georgia","A",53,71,63.5,"L"
"292","12/08/2013","Appalachian St.","Charlotte","H",59,77,67.7875,"L"
"293","12/15/2013","Appalachian St.","Winthrop","A",72,80,69.4625,"L"
"294","12/18/2013","Appalachian St.","Presbyterian","A",69,74,66.7125,"L"
"295","01/02/2014","Appalachian St.","Duquesne","A",55,79,69.8125,"L"
"296","01/06/2014","Appalachian St.","Elon","A",66,75,64.6625,"L"
"297","01/09/2014","Appalachian St.","UNCG","H",60,66,74.425,"L"
"298","01/11/2014","Appalachian St.","Davidson","A",66,78,66.35,"L"
"299","01/16/2014","Appalachian St.","Chattanooga","H",70,80,70.6375,"L"
"300","01/18/2014","Appalachian St.","Ga. Southern","H",81,68,71.4625,"W"
"301","01/23/2014","Appalachian St.","The Citadel","A",80,67,63.8625,"W"
"302","01/30/2014","Appalachian St.","UNCG","A",61,66,70.3875,"L"
"303","02/01/2014","Appalachian St.","Elon","H",76,83,59.475,"L"
"304","02/06/2014","Appalachian St.","The Citadel","H",54,45,54.75,"W"
"305","02/08/2014","Appalachian St.","Western Caro.","A",75,84,74.7375,"L"
"306","02/13/2014","Appalachian St.","Samford","H",74,68,68.35,"W"
"307","02/15/2014","Appalachian St.","Wofford","H",58,64,60.6625,"L"
"308","02/20/2014","Appalachian St.","Western Caro.","H",61,74,67.0625,"L"
"309","02/22/2014","Appalachian St.","Furman","A",53,68,66.2125,"L"
"310","02/27/2014","Appalachian St.","Samford","A",63,57,74.6875,"W"
"311","03/01/2014","Appalachian St.","Chattanooga","A",44,63,58.3,"L"
"312","03/07/2014","Appalachian St.","Samford","N",56,70,65.1625,"L"
"313","11/08/2013","Arizona","Cal Poly","H",73,62,60.6375,"W"
"314","11/11/2013","Arizona","Long Beach St.","H",91,57,69.375,"W"
"315","11/14/2013","Arizona","San Diego St.","A",69,60,64.1125,"W"
"316","11/18/2013","Arizona","Fairleigh Dickinson","H",100,50,66.2875,"W"
"317","11/19/2013","Arizona","Rhode Island","H",87,59,72.1875,"W"
"318","11/27/2013","Arizona","Drexel","N",66,62,68.2875,"W"
"319","11/29/2013","Arizona","Duke","N",72,66,67.45,"W"
"320","12/03/2013","Arizona","Texas Tech","H",79,58,64.85,"W"
"321","12/07/2013","Arizona","UNLV","H",63,58,66.275,"W"
"322","12/11/2013","Arizona","New Mexico St.","H",74,48,62.2375,"W"
"323","12/14/2013","Arizona","Michigan","A",72,70,60.6,"W"
"324","12/19/2013","Arizona","Southern U.","H",69,43,64.35,"W"
"325","12/23/2013","Arizona","Northern Ariz.","H",77,44,57.575,"W"
"326","01/02/2014","Arizona","Washington St.","H",60,25,54.2875,"W"
"327","01/04/2014","Arizona","Washington","H",71,62,67.025,"W"
"328","01/09/2014","Arizona","UCLA","A",79,75,70.35,"W"
"329","01/12/2014","Arizona","Southern California","A",73,53,62.7,"W"
"330","01/16/2014","Arizona","Arizona St.","H",91,68,76.4875,"W"
"331","01/23/2014","Arizona","Colorado","H",69,57,63.15,"W"
"332","01/26/2014","Arizona","Utah","H",65,56,60.7625,"W"
"333","01/29/2014","Arizona","Stanford","A",60,57,64.6625,"W"
"334","02/01/2014","Arizona","California","A",58,60,65.7,"L"
"335","02/06/2014","Arizona","Oregon","H",67,65,63.0625,"W"
"336","02/09/2014","Arizona","Oregon St.","H",76,54,62,"W"
"337","02/14/2014","Arizona","Arizona St.","A",66,69,76.8,"L"
"338","02/19/2014","Arizona","Utah","A",67,63,66.7375,"W"
"339","02/22/2014","Arizona","Colorado","A",88,61,66.35,"W"
"340","02/26/2014","Arizona","California","H",87,59,68.2875,"W"
"341","03/02/2014","Arizona","Stanford","H",79,66,67.875,"W"
"342","03/05/2014","Arizona","Oregon St.","A",74,69,68.0125,"W"
"343","03/08/2014","Arizona","Oregon","A",57,64,65.525,"L"
"344","03/13/2014","Arizona","Utah","N",71,39,57.625,"W"
"345","03/14/2014","Arizona","Colorado","N",63,43,56.125,"W"
"346","03/15/2014","Arizona","UCLA","N",71,75,68.7375,"L"
"347","03/21/2014","Arizona","Weber St.","N",68,59,60.2625,"W"
"348","03/23/2014","Arizona","Gonzaga","N",84,61,71.3625,"W"
"349","03/27/2014","Arizona","San Diego St.","N",70,64,56.9,"W"
"350","03/29/2014","Arizona","Wisconsin","N",63,64,61.3875,"L"
"351","11/08/2013","Arizona St.","UMBC","H",96,61,76.8875,"W"
"352","11/12/2013","Arizona St.","Miami (OH)","H",90,54,70.9125,"W"
"353","11/15/2013","Arizona St.","Idaho St.","H",88,60,70.3,"W"
"354","11/19/2013","Arizona St.","UNLV","A",86,80,80.6375,"W"
"355","11/22/2013","Arizona St.","Bradley","H",70,58,60.175,"W"
"356","11/25/2013","Arizona St.","Marquette","H",79,77,64.3125,"W"
"357","11/28/2013","Arizona St.","Creighton","N",60,88,67.55,"L"
"358","11/29/2013","Arizona St.","Col. of Charleston","N",80,58,63.6,"W"
"359","12/01/2013","Arizona St.","Miami (FL)","N",57,60,55.575,"L"
"360","12/06/2013","Arizona St.","DePaul","A",78,56,72.1375,"W"
"361","12/14/2013","Arizona St.","Grambling","H",97,55,70.8625,"W"
"362","12/21/2013","Arizona St.","Texas Tech","H",76,62,66.575,"W"
"363","12/28/2013","Arizona St.","UC Irvine","H",74,61,74.475,"W"
"364","01/02/2014","Arizona St.","Washington","H",65,76,72.875,"L"
"365","01/05/2014","Arizona St.","Washington St.","H",66,47,63.65,"W"
"366","01/09/2014","Arizona St.","Southern California","A",79,60,76.5625,"W"
"367","01/12/2014","Arizona St.","UCLA","A",72,87,75.275,"L"
"368","01/23/2014","Arizona St.","Utah","H",79,75,67.5875,"W"
"369","01/25/2014","Arizona St.","Colorado","H",72,51,65.6875,"W"
"370","01/29/2014","Arizona St.","California","A",89,78,80.0875,"W"
"371","02/01/2014","Arizona St.","Stanford","A",70,76,68.825,"L"
"372","02/06/2014","Arizona St.","Oregon St.","H",86,82,80.775,"W"
"373","02/08/2014","Arizona St.","Oregon","H",74,72,72.5375,"W"
