"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"100","01/08/2016","Akron","Western Mich.","H",62,53,64.4,"W"
"101","01/12/2016","Akron","Central Mich.","A",81,92,71.7625,"L"
"102","01/15/2016","Akron","Toledo","A",64,78,65.7125,"L"
"103","01/19/2016","Akron","Eastern Mich.","H",92,88,71.4625,"W"
"104","01/23/2016","Akron","Miami (OH)","H",75,46,62.5375,"W"
"105","01/26/2016","Akron","Northern Ill.","H",76,66,69.85,"W"
"106","01/30/2016","Akron","Ball St.","A",73,64,64.75,"W"
"107","02/02/2016","Akron","Ohio","A",80,68,72.475,"W"
"108","02/06/2016","Akron","Central Mich.","H",92,87,68.9,"W"
"109","02/09/2016","Akron","Bowling Green","A",83,68,69.575,"W"
"110","02/13/2016","Akron","Northern Ill.","A",79,80,69.7875,"L"
"111","02/16/2016","Akron","Buffalo","H",80,70,70.95,"W"
"112","02/19/2016","Akron","Kent St.","A",76,85,70.2125,"L"
"113","02/23/2016","Akron","Miami (OH)","A",64,77,67.3375,"L"
"114","02/26/2016","Akron","Bowling Green","H",89,54,70.65,"W"
"115","03/01/2016","Akron","Ohio","H",91,76,69.225,"W"
"116","03/04/2016","Akron","Kent St.","H",74,60,70.05,"W"
"117","03/10/2016","Akron","Eastern Mich.","N",65,63,66.2625,"W"
"118","03/11/2016","Akron","Bowling Green","N",80,66,66.7375,"W"
"119","03/12/2016","Akron","Buffalo","N",61,64,66.375,"L"
"120","03/15/2016","Akron","Ohio St.","A",63,72,71.7125,"L"
"121","11/13/2015","Alabama","Kennesaw St.","H",77,64,71.5875,"W"
"122","11/17/2015","Alabama","Dayton","A",48,80,74.025,"L"
"123","11/20/2015","Alabama","Louisiana","H",105,93,79.8125,"W"
"124","11/26/2015","Alabama","Xavier","N",45,64,69.8125,"L"
"125","11/27/2015","Alabama","Wichita St.","N",64,60,62.1125,"W"
"126","11/29/2015","Alabama","Notre Dame","N",74,73,63.8375,"W"
"127","12/04/2015","Alabama","Southern Miss.","A",58,55,65.225,"W"
"128","12/13/2015","Alabama","Clemson","A",51,50,57.0125,"W"
"129","12/16/2015","Alabama","Winthrop","H",72,60,66.575,"W"
"130","12/21/2015","Alabama","Oregon","H",68,72,66.5,"L"
"131","12/29/2015","Alabama","Jacksonville St.","H",67,59,70.1125,"W"
"132","01/02/2016","Alabama","Norfolk St.","H",68,49,60.4375,"W"
"133","01/07/2016","Alabama","Ole Miss","A",66,74,68.6125,"L"
"134","01/09/2016","Alabama","Kentucky","H",61,77,63.0375,"L"
"135","01/13/2016","Alabama","South Carolina","H",73,50,64.525,"W"
"136","01/16/2016","Alabama","Vanderbilt","A",63,71,65.8,"L"
"137","01/19/2016","Alabama","Auburn","A",77,83,73.15,"L"
"138","01/23/2016","Alabama","LSU","H",70,72,65.3375,"L"
"139","01/26/2016","Alabama","Tennessee","H",63,57,70.775,"W"
"140","01/30/2016","Alabama","South Carolina","A",64,78,73.3625,"L"
"141","02/02/2016","Alabama","Mississippi St.","A",82,80,77.2125,"W"
"142","02/06/2016","Alabama","Missouri","H",80,71,67.5375,"W"
"143","02/10/2016","Alabama","Texas A&M","H",63,62,61.2625,"W"
"144","02/13/2016","Alabama","Florida","A",61,55,65.1125,"W"
"145","02/17/2016","Alabama","LSU","A",76,69,67.0875,"W"
"146","02/20/2016","Alabama","Mississippi St.","H",61,67,62.55,"L"
"147","02/23/2016","Alabama","Kentucky","A",53,78,61.925,"L"
"148","02/27/2016","Alabama","Auburn","H",65,57,67.8,"W"
"149","03/02/2016","Alabama","Arkansas","H",61,62,59.025,"L"
"150","03/05/2016","Alabama","Georgia","A",63,70,62.875,"L"
"151","03/10/2016","Alabama","Ole Miss","N",81,73,70.9,"W"
"152","03/11/2016","Alabama","Kentucky","N",59,85,58.3125,"L"
"153","03/15/2016","Alabama","Creighton","A",54,72,64.9125,"L"
"154","11/13/2015","Alabama A&M","Tulane","A",68,67,71.7125,"W"
"155","11/19/2015","Alabama A&M","Southeast Mo. St.","H",74,56,72.2375,"W"
"156","11/24/2015","Alabama A&M","Jacksonville St.","A",73,69,64.7875,"W"
"157","11/28/2015","Alabama A&M","Murray St.","A",61,63,66.575,"L"
"158","12/12/2015","Alabama A&M","Saint Louis","A",58,75,72.7625,"L"
"159","12/16/2015","Alabama A&M","Western Ky.","A",70,79,64.6125,"L"
"160","12/22/2015","Alabama A&M","Evansville","A",70,91,74.2125,"L"
"161","12/29/2015","Alabama A&M","Ball St.","A",62,63,61.8125,"L"
"162","01/02/2016","Alabama A&M","Grambling","A",78,81,68.825,"L"
"163","01/04/2016","Alabama A&M","Jackson St.","A",66,67,67.425,"L"
"164","01/09/2016","Alabama A&M","Ark.-Pine Bluff","H",85,70,67.6375,"W"
"165","01/11/2016","Alabama A&M","Mississippi Val.","H",73,79,62.975,"L"
"166","01/16/2016","Alabama A&M","Alabama St.","A",80,75,74.7125,"W"
"167","01/23/2016","Alabama A&M","Alcorn","A",58,63,64.6,"L"
"168","01/25/2016","Alabama A&M","Southern U.","A",52,73,67.8,"L"
"169","01/30/2016","Alabama A&M","Prairie View","H",83,69,69.0875,"W"
"170","02/01/2016","Alabama A&M","Texas Southern","H",68,71,64.875,"L"
"171","02/06/2016","Alabama A&M","Ark.-Pine Bluff","A",71,66,63.45,"W"
"172","02/08/2016","Alabama A&M","Mississippi Val.","A",64,66,62.7375,"L"
"173","02/13/2016","Alabama A&M","Alabama St.","H",68,74,61.2625,"L"
"174","02/20/2016","Alabama A&M","Alcorn","H",58,63,56.8625,"L"
"175","02/22/2016","Alabama A&M","Southern U.","H",78,66,67.1375,"W"
"176","02/27/2016","Alabama A&M","Texas Southern","A",54,77,68.7,"L"
"177","02/29/2016","Alabama A&M","Prairie View","A",65,85,74.225,"L"
"178","03/03/2016","Alabama A&M","Grambling","H",58,65,62.975,"L"
"179","03/05/2016","Alabama A&M","Jackson St.","H",56,51,58.975,"W"
"180","03/08/2016","Alabama A&M","Ark.-Pine Bluff","N",61,53,63.35,"W"
"181","03/09/2016","Alabama A&M","Texas Southern","N",69,77,60.7625,"L"
"182","11/14/2015","Alabama St.","Virginia Tech","A",85,82,73.4875,"W"
"183","11/16/2015","Alabama St.","UAB","A",70,72,71.4125,"L"
"184","11/19/2015","Alabama St.","Mercer","A",49,70,61.3875,"L"
"185","11/27/2015","Alabama St.","Chattanooga","N",58,95,67.675,"L"
"186","11/28/2015","Alabama St.","Chicago St.","N",66,64,73.8125,"W"
"187","12/01/2015","Alabama St.","Evansville","A",56,88,69.8125,"L"
"188","12/13/2015","Alabama St.","Jacksonville St.","A",63,60,68.2125,"W"
"189","12/16/2015","Alabama St.","Elon","A",74,91,74.6,"L"
"190","12/20/2015","Alabama St.","Coastal Caro.","A",65,68,69.3375,"L"
"191","12/22/2015","Alabama St.","Winthrop","A",84,92,83.075,"L"
"192","01/02/2016","Alabama St.","Jackson St.","A",61,68,68.325,"L"
"193","01/04/2016","Alabama St.","Grambling","A",81,84,80.025,"L"
"194","01/09/2016","Alabama St.","Mississippi Val.","H",75,74,79.9875,"W"
"195","01/11/2016","Alabama St.","Ark.-Pine Bluff","H",55,59,67.6875,"L"
"196","01/23/2016","Alabama St.","Southern U.","A",69,73,71.6875,"L"
"197","01/25/2016","Alabama St.","Alcorn","A",72,77,64.8,"L"
"198","01/30/2016","Alabama St.","Texas Southern","H",72,75,70.075,"L"
"199","02/01/2016","Alabama St.","Prairie View","H",83,77,67.375,"W"
"200","02/06/2016","Alabama St.","Mississippi Val.","A",73,62,66.025,"W"
"201","02/08/2016","Alabama St.","Ark.-Pine Bluff","A",70,75,65.775,"L"
"202","02/20/2016","Alabama St.","Southern U.","H",77,68,71.875,"W"
"203","02/22/2016","Alabama St.","Alcorn","H",73,60,69.9,"W"
"204","02/27/2016","Alabama St.","Prairie View","A",73,68,70.075,"W"
"205","02/29/2016","Alabama St.","Texas Southern","A",86,96,76.1875,"L"
"206","03/03/2016","Alabama St.","Jackson St.","H",71,54,70.7125,"W"
"207","03/05/2016","Alabama St.","Grambling","H",59,58,61.8625,"W"
"208","03/10/2016","Alabama St.","Southern U.","N",63,83,74.1375,"L"
"209","11/13/2015","Albany (NY)","Kentucky","A",65,78,69.925,"L"
"210","11/16/2015","Albany (NY)","Boston U.","A",64,69,68.5,"L"
"211","11/19/2015","Albany (NY)","Colgate","H",88,67,70.1875,"W"
"212","11/24/2015","Albany (NY)","South Fla.","A",61,63,63.6625,"L"
"213","11/27/2015","Albany (NY)","NJIT","H",74,73,65.7375,"W"
"214","11/29/2015","Albany (NY)","Yale","H",88,54,68.4,"W"
"215","12/01/2015","Albany (NY)","Quinnipiac","A",58,54,63.8125,"W"
"216","12/05/2015","Albany (NY)","Holy Cross","A",88,84,71.4,"W"
"217","12/09/2015","Albany (NY)","Marist","A",75,53,68.475,"W"
"218","12/12/2015","Albany (NY)","Siena","A",70,78,68.45,"L"
"219","12/19/2015","Albany (NY)","Saint Francis (PA)","H",65,58,64.8875,"W"
"220","12/23/2015","Albany (NY)","Niagara","H",65,56,60.15,"W"
"221","12/29/2015","Albany (NY)","St. Francis Brooklyn","A",71,66,65.1,"W"
"222","01/02/2016","Albany (NY)","Cornell","A",75,70,68.1375,"W"
"223","01/06/2016","Albany (NY)","UMBC","H",73,59,63.8125,"W"
"224","01/09/2016","Albany (NY)","Vermont","A",69,57,64.2875,"W"
"225","01/12/2016","Albany (NY)","New Hampshire","H",80,75,80.425,"W"
"226","01/15/2016","Albany (NY)","Maine","A",79,81,67.7125,"L"
"227","01/18/2016","Albany (NY)","Binghamton","H",80,59,62.1,"W"
"228","01/22/2016","Albany (NY)","Stony Brook","A",63,69,65.7625,"L"
"229","01/27/2016","Albany (NY)","UMass Lowell","H",75,63,72.4,"W"
"230","01/30/2016","Albany (NY)","Hartford","A",86,60,71.2875,"W"
"231","02/03/2016","Albany (NY)","UMBC","A",79,73,76.1625,"W"
"232","02/06/2016","Albany (NY)","Vermont","H",75,71,65.5875,"W"
"233","02/08/2016","Albany (NY)","Binghamton","A",69,56,63.2125,"W"
"234","02/11/2016","Albany (NY)","New Hampshire","A",68,69,63.15,"L"
"235","02/14/2016","Albany (NY)","Maine","H",108,64,82.975,"W"
"236","02/17/2016","Albany (NY)","Stony Brook","H",82,70,72.475,"W"
"237","02/24/2016","Albany (NY)","UMass Lowell","A",86,61,72.3125,"W"
"238","02/27/2016","Albany (NY)","Hartford","H",75,59,69.15,"W"
"239","03/02/2016","Albany (NY)","Hartford","H",59,68,59.3375,"L"
"240","03/16/2016","Albany (NY)","Ohio","A",90,94,83.05,"L"
"241","11/19/2015","Alcorn","Grand Canyon","A",46,79,72.1375,"L"
"242","11/22/2015","Alcorn","UTEP","A",66,88,74.1625,"L"
"243","11/24/2015","Alcorn","Portland","A",65,97,70.05,"L"
"244","11/27/2015","Alcorn","Oakland","N",51,84,74.5,"L"
"245","11/28/2015","Alcorn","Florida A&M","N",71,73,69.475,"L"
"246","11/30/2015","Alcorn","Indiana","A",70,112,70.525,"L"
"247","12/05/2015","Alcorn","Mercer","A",43,68,58.975,"L"
"248","12/19/2015","Alcorn","Tennessee St.","N",76,81,67.8375,"L"
"249","12/21/2015","Alcorn","UT Martin","A",47,70,68,"L"
"250","01/02/2016","Alcorn","Prairie View","A",73,70,68.6875,"W"
"251","01/04/2016","Alcorn","Texas Southern","A",58,74,64.025,"L"
"252","01/09/2016","Alcorn","Jackson St.","H",71,80,71.475,"L"
"253","01/11/2016","Alcorn","Grambling","H",69,53,66.25,"W"
"254","01/16/2016","Alcorn","Mississippi Val.","A",93,87,91.3375,"W"
"255","01/18/2016","Alcorn","Ark.-Pine Bluff","A",73,65,64.75,"W"
"256","01/30/2016","Alcorn","Southern U.","A",64,75,64.075,"L"
"257","02/06/2016","Alcorn","Jackson St.","A",72,64,63.2125,"W"
"258","02/08/2016","Alcorn","Grambling","A",66,63,64.275,"W"
"259","02/13/2016","Alcorn","Mississippi Val.","H",72,71,70.15,"W"
"260","02/15/2016","Alcorn","Ark.-Pine Bluff","H",79,60,65.1625,"W"
"261","02/27/2016","Alcorn","Southern U.","H",70,56,67.05,"W"
"262","03/03/2016","Alcorn","Prairie View","H",81,64,70.35,"W"
"263","03/05/2016","Alcorn","Texas Southern","H",66,76,62.2625,"L"
"264","03/09/2016","Alcorn","Mississippi Val.","N",61,64,67.95,"L"
"265","11/13/2015","American","Rhode Island","A",42,65,60.95,"L"
"266","11/17/2015","American","Hampton","H",48,61,60.9125,"L"
"267","11/21/2015","American","Saint Francis (PA)","A",48,68,60.95,"L"
"268","11/25/2015","American","VCU","A",44,72,63.45,"L"
"269","11/28/2015","American","New Hampshire","A",68,50,61.975,"W"
"270","12/01/2015","American","Mt. St. Mary's","A",56,81,65.4125,"L"
"271","12/04/2015","American","Youngstown St.","A",60,56,58.4,"W"
"272","12/06/2015","American","Wagner","A",48,55,65.3125,"L"
"273","12/17/2015","American","Stony Brook","H",68,86,67.9125,"L"
"274","12/20/2015","American","UMES","H",64,79,64.125,"L"
"275","12/22/2015","American","LSU","A",51,79,61.725,"L"
"276","12/30/2015","American","Loyola Maryland","A",67,75,64.3,"L"
"277","01/03/2016","American","Colgate","H",37,56,53.5625,"L"
"278","01/06/2016","American","Bucknell","A",54,72,62.6875,"L"
"279","01/09/2016","American","Lehigh","H",50,65,63.675,"L"
"280","01/13/2016","American","Boston U.","H",50,61,59.05,"L"
"281","01/17/2016","American","Army West Point","A",45,65,59.3625,"L"
"282","01/20/2016","American","Lafayette","A",81,73,61.2875,"W"
"283","01/27/2016","American","Navy","A",63,58,61.3125,"W"
"284","01/30/2016","American","Colgate","A",54,49,58.6,"W"
"285","02/01/2016","American","Holy Cross","H",58,45,59.3375,"W"
"286","02/03/2016","American","Bucknell","H",69,55,64.6125,"W"
"287","02/06/2016","American","Lehigh","A",49,72,65.325,"L"
"288","02/10/2016","American","Boston U.","A",51,71,63.6,"L"
"289","02/13/2016","American","Army West Point","H",59,65,63.1,"L"
"290","02/17/2016","American","Lafayette","H",60,59,61.55,"W"
"291","02/21/2016","American","Holy Cross","A",71,70,70.8125,"W"
"292","02/24/2016","American","Navy","H",72,65,67.35,"W"
"293","02/27/2016","American","Loyola Maryland","H",67,66,57.7125,"W"
"294","03/03/2016","American","Boston U.","A",69,64,62.7625,"W"
"295","03/06/2016","American","Lehigh","A",62,78,66.3875,"L"
"296","11/14/2015","Appalachian St.","Jacksonville","H",76,68,71.4,"W"
"297","11/17/2015","Appalachian St.","Furman","H",70,79,64.9875,"L"
"298","11/20/2015","Appalachian St.","Hampton","A",61,82,77.5125,"L"
"299","11/22/2015","Appalachian St.","Tulane","A",48,76,71.8625,"L"
"300","11/26/2015","Appalachian St.","Liberty","N",73,62,66.5875,"W"
"301","11/27/2015","Appalachian St.","Mercer","N",70,71,64.8125,"L"
"302","11/29/2015","Appalachian St.","SFA","N",84,94,75.6125,"L"
"303","12/06/2015","Appalachian St.","Hofstra","N",80,86,70.1875,"L"
"304","12/15/2015","Appalachian St.","Texas","A",55,67,67.15,"L"
"305","12/19/2015","Appalachian St.","Charlotte","H",66,82,65.5,"L"
"306","12/21/2015","Appalachian St.","North Carolina","A",70,94,74,"L"
"307","12/31/2015","Appalachian St.","La.-Monroe","A",56,72,66.925,"L"
"308","01/02/2016","Appalachian St.","Louisiana","A",58,79,74.45,"L"
"309","01/07/2016","Appalachian St.","UT Arlington","H",67,71,79.85,"L"
"310","01/09/2016","Appalachian St.","Texas St.","H",76,56,66.975,"W"
"311","01/14/2016","Appalachian St.","Little Rock","A",55,81,65.2125,"L"
"312","01/16/2016","Appalachian St.","Arkansas St.","A",86,72,77.5875,"W"
"313","01/21/2016","Appalachian St.","Georgia St.","H",76,67,74.975,"W"
"314","01/25/2016","Appalachian St.","Ga. Southern","H",100,101,77.575,"L"
"315","01/28/2016","Appalachian St.","Troy","A",75,71,74.5625,"W"
"316","01/30/2016","Appalachian St.","South Ala.","A",60,73,68.9125,"L"
"317","02/04/2016","Appalachian St.","Louisiana","H",76,87,76.4875,"L"
"318","02/06/2016","Appalachian St.","La.-Monroe","H",90,91,70.1125,"L"
"319","02/11/2016","Appalachian St.","Texas St.","A",68,69,62.175,"L"
"320","02/13/2016","Appalachian St.","UT Arlington","A",60,91,73.425,"L"
"321","02/18/2016","Appalachian St.","South Ala.","H",71,75,71.9875,"L"
"322","02/20/2016","Appalachian St.","Troy","H",78,74,67.6375,"W"
"323","02/25/2016","Appalachian St.","Ga. Southern","A",63,88,69.3125,"L"
"324","02/27/2016","Appalachian St.","Georgia St.","A",70,83,65.525,"L"
"325","03/03/2016","Appalachian St.","Little Rock","H",69,63,65.7375,"W"
"326","03/05/2016","Appalachian St.","Arkansas St.","H",80,73,76.725,"W"
"327","11/13/2015","Arizona","Pacific","H",79,61,71.6125,"W"
"328","11/16/2015","Arizona","Bradley","H",90,60,73.55,"W"
"329","11/19/2015","Arizona","Boise St.","H",88,76,69.8125,"W"
"330","11/22/2015","Arizona","Northwestern St.","H",61,42,61.6,"W"
"331","11/26/2015","Arizona","Santa Clara","N",75,73,77.975,"W"
"332","11/27/2015","Arizona","Providence","N",65,69,67.4125,"L"
"333","11/29/2015","Arizona","Boise St.","N",68,59,71.2875,"W"
"334","12/05/2015","Arizona","Gonzaga","A",68,63,71.9125,"W"
"335","12/09/2015","Arizona","Fresno St.","H",85,72,70.2875,"W"
"336","12/13/2015","Arizona","Missouri","H",88,52,71.6125,"W"
"337","12/16/2015","Arizona","Northern Ariz.","H",92,37,66.7375,"W"
"338","12/19/2015","Arizona","UNLV","H",82,70,74.5875,"W"
"339","12/22/2015","Arizona","Long Beach St.","H",85,70,71.1625,"W"
"340","01/03/2016","Arizona","Arizona St.","A",94,82,71.0625,"W"
"341","01/07/2016","Arizona","UCLA","A",84,87,69.8125,"L"
"342","01/09/2016","Arizona","Southern California","A",101,103,93.6375,"L"
"343","01/14/2016","Arizona","Washington","H",99,67,76.7625,"W"
"344","01/16/2016","Arizona","Washington St.","H",90,66,71.1875,"W"
"345","01/21/2016","Arizona","Stanford","A",71,57,69.1625,"W"
"346","01/23/2016","Arizona","California","A",73,74,63.3125,"L"
"347","01/28/2016","Arizona","Oregon","H",75,83,67.2375,"L"
"348","01/30/2016","Arizona","Oregon St.","H",80,63,67.4125,"W"
"349","02/03/2016","Arizona","Washington St.","A",79,64,75.9,"W"
"350","02/06/2016","Arizona","Washington","A",77,72,78.425,"W"
"351","02/12/2016","Arizona","UCLA","H",81,75,74.4875,"W"
"352","02/14/2016","Arizona","Southern California","H",86,78,73.8125,"W"
"353","02/17/2016","Arizona","Arizona St.","H",99,61,70.6625,"W"
"354","02/24/2016","Arizona","Colorado","A",72,75,69.3125,"L"
"355","02/27/2016","Arizona","Utah","A",64,70,65.2,"L"
"356","03/03/2016","Arizona","California","H",64,61,64.15,"W"
"357","03/05/2016","Arizona","Stanford","H",94,62,67.35,"W"
"358","03/10/2016","Arizona","Colorado","N",82,78,74.8875,"W"
"359","03/11/2016","Arizona","Oregon","N",89,95,76.4875,"L"
"360","03/17/2016","Arizona","Wichita St.","N",55,65,64.575,"L"
"361","11/13/2015","Arizona St.","Sacramento St.","H",63,66,68.2375,"L"
"362","11/16/2015","Arizona St.","Belmont","H",83,74,78.375,"W"
"363","11/18/2015","Arizona St.","Kennesaw St.","H",91,53,71.5,"W"
"364","11/24/2015","Arizona St.","Marquette","N",73,78,78.225,"L"
"365","11/29/2015","Arizona St.","UC Santa Barbara","H",70,68,65.075,"W"
"366","12/02/2015","Arizona St.","Creighton","A",79,77,68.4125,"W"
"367","12/05/2015","Arizona St.","Texas A&M","H",67,54,68.6875,"W"
"368","12/12/2015","Arizona St.","Kentucky","A",58,72,70.7375,"L"
"369","12/16/2015","Arizona St.","UNLV","A",66,56,65.2625,"W"
"370","12/19/2015","Arizona St.","Houston Baptist","H",98,79,70.0875,"W"
"371","12/22/2015","Arizona St.","SFA","H",80,73,70.7375,"W"
"372","12/28/2015","Arizona St.","CSU Bakersfield","H",75,59,67.6375,"W"
